"since","until","visitedEntityType","visitedEntityKey"
"2016-10-30 14:17:54","2016-10-30 18:43:12",1,"GRL-2739"
"2012-07-15 14:53:35","2012-07-15 15:26:03",3,25
"2016-10-30 14:17:54","2016-10-30 18:43:12",0,"GRL"
"2012-07-15 14:53:35","2012-07-15 15:26:03",4,"Australia"
"2019-08-29 12:58:45","2019-08-29 16:34:22",3,69
"2018-02-06 18:04:28","2018-02-06 19:13:07",2,7330
"2012-07-15 14:53:35","2012-07-15 15:26:03",2,7287
"2019-08-29 12:58:45","2019-08-29 16:27:21",1,"GBR-2753"
"2018-07-01 18:12:22","2018-07-05 15:27:35",1,"SVK-1051"
"2012-07-15 14:53:35","2012-07-15 15:26:03",1,"AUS-2654"
"2019-08-29 12:58:45","2019-08-29 16:34:22",0,"GBR"
"2014-12-23 13:55:04","2014-12-23 13:55:19",1,"SVK-1053"
"2018-07-01 18:12:22","2018-07-12 06:27:30",0,"SVK"
"2019-11-26 12:58:57","2019-11-26 12:59:01",2,7100
"2012-07-15 14:53:35","2012-07-15 15:26:03",0,"AUS"
"2014-12-23 13:55:04","2015-01-02 15:31:39",0,"SVK"
"2019-11-26 12:58:57","2019-11-26 12:59:01",1,"WEB+00?"
"2019-02-02 10:30:41","2019-02-02 14:23:48",1,"CHL-2698"
"2019-11-26 12:58:57","2019-11-26 12:59:01",0,"PSX"
"2019-06-17 12:57:39","2019-06-18 07:56:58",2,6327
"2019-06-17 12:57:39","2019-06-18 07:56:58",1,"SVK-1051"
"2019-06-14 11:13:52","2019-06-14 13:29:06",1,"CHE-175"
"2012-07-15 14:47:20","2012-07-15 14:47:20",3,41
"2019-06-17 12:57:39","2019-06-18 07:56:58",0,"SVK"
"2019-12-24 14:30:44","2019-12-24 14:31:25",1,"SVK-1051"
"2012-08-03 17:46:55","2012-08-03 18:49:54",3,25
"2012-07-15 14:47:20","2012-07-15 14:47:20",4,"Asia"
"2017-11-18 12:11:50","2017-11-20 10:43:41",3,66
"2014-05-01 16:21:32","2014-06-14 16:56:44",1,"SVK-1051"
"2012-08-03 17:46:55","2012-08-03 18:49:54",4,"Australia"
"2012-07-15 14:47:20","2012-07-15 14:47:20",2,7288
"2012-08-03 17:46:55","2012-08-03 18:49:54",2,7287
"2016-07-03 19:41:14","2016-07-05 17:36:28",2,6826
"2012-07-15 14:47:20","2012-07-15 14:47:20",1,"SGP-4872"
"2018-05-05 14:42:43","2018-05-06 17:45:49",1,"HRV-1493"
"2012-08-03 17:46:55","2012-08-03 18:49:54",1,"AUS-2654"
"2016-07-03 19:41:14","2016-07-04 16:50:34",1,"ISL-5131"
"2012-07-15 14:47:20","2012-07-15 14:47:20",0,"SGP"
"2017-11-18 12:11:50","2017-11-18 13:50:03",2,7075
"2018-05-05 14:42:43","2018-05-06 17:45:49",0,"HRV"
"2019-07-25 16:18:26","2019-07-25 18:28:58",1,"BIH-2228"
"2012-08-03 17:46:55","2012-08-03 18:49:54",0,"AUS"
"2017-11-18 12:11:50","2017-11-20 10:43:41",0,"BGR"
"2019-07-25 16:18:26","2019-07-25 18:28:58",0,"BIH"
"2017-11-18 12:11:50","2017-11-18 13:50:03",1,"BGR-2243"
"2015-04-13 09:36:04","2015-04-13 09:36:15",1,"DEU-1578"
"2019-01-23 10:43:03","2019-01-23 17:45:28",2,6976
"2018-04-25 10:37:40","2018-04-25 17:45:07",1,"SVK-1056"
"2019-08-29 09:50:19","2019-08-29 11:45:35",1,"AUT-2330"
"2013-06-02 13:17:17","2013-06-02 14:38:07",1,"DNK-3417"
"2019-06-15 17:44:06","2019-06-15 18:53:47",2,7130
"2019-08-29 09:50:19","2019-08-29 11:45:35",0,"AUT"
"2018-01-27 23:06:14","2018-01-27 23:16:16",2,7336
"2019-06-15 17:44:06","2019-06-15 18:53:47",1,"CHE-176"
"2016-10-30 14:08:23","2016-12-19 00:20:21",4,"North America"
"2014-04-16 17:08:12","2014-04-16 17:08:29",1,"SVK-1056"
"2016-10-30 14:08:23","2016-10-30 18:43:12",3,84
"2009-07-18 02:24:00","2009-07-20 08:29:32",4,"Asia"
"2019-12-23 17:03:45","2019-12-23 20:41:52",1,"SVK-1056"
"2012-08-01 14:07:20","2012-08-02 10:09:20",1,"SVK-1052"
"2019-12-23 17:03:45","2020-01-01 14:15:43",0,"SVK"
"2009-07-18 02:24:00","2009-07-20 08:29:32",3,41
"2009-07-18 02:24:00","2009-07-20 08:29:32",2,7274
"2019-06-15 14:43:53","2019-06-15 14:43:53",1,"CHE-3424"
"2018-06-09 08:31:47","2018-06-09 08:31:51",2,982
"2009-07-18 02:24:00","2009-07-20 08:29:32",0,"CHN"
"2018-06-09 08:31:47","2018-06-10 13:58:04",1,"SVK-1052"
"2019-01-23 03:42:35","2019-01-23 20:05:01",1,"CHL-2692"
"2009-07-18 02:24:00","2009-07-20 08:29:32",1,"CHN-1155"
"2016-12-31 18:57:27","2016-12-31 19:28:50",1,"USA-3559"
"2018-06-18 08:13:05","2018-06-18 18:07:00",2,5334
"2018-12-24 16:52:32","2018-12-26 14:45:48",1,"SVK-1056"
"2018-06-18 08:13:05","2018-06-18 18:07:00",1,"FRA-5273"
"2012-07-31 15:59:05","2012-07-31 16:00:10",1,"SVK-1053"
"2016-12-18 18:25:08","2016-12-18 21:11:55",2,7118
"2019-04-12 06:47:54","2019-04-12 11:48:54",1,"SVK-1055"
"2018-09-08 17:20:57","2018-09-11 07:25:43",1,"SVK-1051"
"2019-08-26 19:33:37","2019-08-29 11:45:35",3,73
"2019-07-22 17:17:05","2019-07-23 07:28:25",1,"SVK-1051"
"2013-03-26 16:12:31","2013-03-26 16:13:40",2,6436
"2018-06-18 20:06:05","2018-06-22 11:21:20",2,7282
"2019-09-24 17:48:07","2019-10-14 17:24:13",2,6327
"2020-01-01 14:15:28","2020-01-01 14:15:43",2,6327
"2020-01-01 14:15:28","2020-01-01 14:15:43",1,"SVK-1051"
